character,slug,eidolon,eidolon_number,name,description
Seele,seele,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Seele,seele,E7,7,"After attacking with Ultimate, Seele inflicts ""Butterfly Flurry"" on the target for","After attacking with Ultimate, Seele inflicts ""Butterfly Flurry"" on the target for 3 turn(s). Enemy targets in ""Butterfly Flurry"" will additionally take 1 instance of True DMG equal to 30% of Seele's Ultimate DMG after receiving an attack. When the target under the ""Butterfly Flurry"" state is defeated by any unit, Seele's Talent will also be triggered. 3 turn(s). Enemy targets in ""Butterfly Flurry"" will additionally take 1 instance of True DMG equal to 30% of Seele's Ultimate DMG after receiving an attack. When the target under the ""Butterfly Flurry"" state is defeated by any unit, Seele's Talent will also be triggered. When Seele is knocked down, the ""Butterfly Flurry"" inflicted on the enemies will be removed."
Serval,serval,E1,1,E,"Echo Chamber 1 Echo Chamber Eidolon 1 Basic ATK deals Lightning DMG equal to 60% of the Basic ATK's DMG to a random enemy adjacent to the target of the Basic ATK. E 2 Encore! Eidolon 2 Every time Serval's Talent is triggered to deal Additional DMG, she regenerates 4 Energy. E 3 Listen, the Heartbeat of the Gears Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . E 4 Make Some Noise! Eidolon 4 Ultimate has a 100% base chance to apply Shock to any enemies not currently Shocked. This Shock has the same effects as the one applied by Skill. E 5 Belobog’s Loudest Roar! Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 This Song Rocks to Heaven! Eidolon 6 Serval deals 30% more DMG to Shocked enemies."
Serval,serval,E2,2,Basic ATK deals,Basic ATK deals Lightning DMG equal to 60% of the Basic ATK's DMG to a random enemy adjacent to the target of the Basic ATK. Lightning DMG equal to 60% of the Basic ATK's DMG to a random enemy adjacent to the target of the Basic ATK.
Serval,serval,E3,3,"Every time Serval's Talent is triggered to deal Additional DMG, she regenerates","Every time Serval's Talent is triggered to deal Additional DMG, she regenerates 4 Energy. 4 Energy."
Serval,serval,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 ."
Serval,serval,E5,5,Ultimate has a,Ultimate has a 100% base chance to apply Shock to any enemies not currently Shocked. This Shock has the same effects as the one applied by Skill. 100% base chance to apply Shock to any enemies not currently Shocked. This Shock has the same effects as the one applied by Skill.
Serval,serval,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Serval,serval,E7,7,Serval deals,Serval deals 30% more DMG to Shocked enemies. 30% more DMG to Shocked enemies.
Silver Wolf,silver-wolf,E1,1,E,"Social Engineering 1 Social Engineering Eidolon 1 After using her Ultimate to attack enemies, Silver Wolf regenerates 7 Energy for every debuff that the target enemy currently has. This effect can be triggered up to 5 time(s) in each use of her Ultimate. E 2 Zombie Network Eidolon 2 When enemy target enters battle, increases DMG received by 20% . When the enemy target receives an attack from ally targets, Silver Wolf has a 100% base chance of implanting the attacked enemy target with 1 random ""Bug."" E 3 Payload Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . E 4 Bounce Attack Eidolon 4 After using Silver Wolf's Ultimate to attack any enemy target, deals Quantum Additional DMG equal to 20% of Silver Wolf's ATK for every debuff currently on the enemy target. This effect can be triggered for a maximum of 5 times against each target during each use of her Ultimate. E 5 Brute Force Attack Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . E 6 Overlay Network Eidolon 6 For every debuff the target enemy has, the DMG dealt by Silver Wolf increases by 20% , up to a limit of 100% ."
Silver Wolf,silver-wolf,E2,2,"After using her Ultimate to attack enemies, Silver Wolf regenerates","After using her Ultimate to attack enemies, Silver Wolf regenerates 7 Energy for every debuff that the target enemy currently has. This effect can be triggered up to 5 time(s) in each use of her Ultimate. 7 Energy for every debuff that the target enemy currently has. This effect can be triggered up to 5 time(s) in each use of her Ultimate."
Silver Wolf,silver-wolf,E3,3,"When enemy target enters battle, increases DMG received by","When enemy target enters battle, increases DMG received by 20% . When the enemy target receives an attack from ally targets, Silver Wolf has a 100% base chance of implanting the attacked enemy target with 1 random ""Bug."" 20% . When the enemy target receives an attack from ally targets, Silver Wolf has a 100% base chance of implanting the attacked enemy target with 1 random ""Bug."""
Silver Wolf,silver-wolf,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 ."
Silver Wolf,silver-wolf,E5,5,"After using Silver Wolf's Ultimate to attack any enemy target, deals","After using Silver Wolf's Ultimate to attack any enemy target, deals Quantum Additional DMG equal to 20% of Silver Wolf's ATK for every debuff currently on the enemy target. This effect can be triggered for a maximum of 5 times against each target during each use of her Ultimate. Quantum Additional DMG equal to 20% of Silver Wolf's ATK for every debuff currently on the enemy target. This effect can be triggered for a maximum of 5 times against each target during each use of her Ultimate."
Silver Wolf,silver-wolf,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 ."
Silver Wolf,silver-wolf,E7,7,"For every debuff the target enemy has, the DMG dealt by Silver Wolf increases by","For every debuff the target enemy has, the DMG dealt by Silver Wolf increases by 20% , up to a limit of 100% . 20% , up to a limit of 100% ."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E1,1,E,"Aether Editing: Eidolon +1 1 Aether Editing: Eidolon +1 Eidolon 1 Increases the DMG taken by enemy targets in the Zone by 20% . When leaving the ""Godmode Player"" state, ""Hidden MMR"" will not be cleared, 20% of ""Hidden MMR"" will be retained instead. E 2 It's a Feature, Not a Bug Eidolon 2 After entering the ""Godmode Player"" state, all buffs on this unit are extended by 1 turn. In the current ""Godmode Player"" state, for every 120 point(s) of ""Hidden MMR"" (including the initial ""Hidden MMR"") increased, Silver Wolf LV.999 gains 1 extra turn and regains 1 use of Enhanced Basic ATK. E 3 Max Lv. 15? Says who? Eidolon 3 Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15. E 4 I Came. I Saw. I One‑Shot. Eidolon 4 Elation DMG dealt by ""Honkai-DMG Demo"" additionally takes into account Punchline points times 5 . E 5 Basic ATK Is the New Ultimate Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15. E 6 Solo Maxxing! Eidolon 6 Elation DMG dealt during Enhanced Basic ATK merrymakes by 50% . When enemy targets enter combat, they are inflicted with ""Absolute Weakness"": Has All-Type Weakness, and All-Type Base RES is reduced to 0 (If Base RES is already at 0, then the corresponding Type RES decreases by 20% )."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E2,2,Increases the DMG taken by enemy targets in the Zone by,"Increases the DMG taken by enemy targets in the Zone by 20% . When leaving the ""Godmode Player"" state, ""Hidden MMR"" will not be cleared, 20% of ""Hidden MMR"" will be retained instead. 20% . When leaving the ""Godmode Player"" state, ""Hidden MMR"" will not be cleared, 20% of ""Hidden MMR"" will be retained instead."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E3,3,"After entering the ""Godmode Player"" state, all buffs on this unit are extended by","After entering the ""Godmode Player"" state, all buffs on this unit are extended by 1 turn. In the current ""Godmode Player"" state, for every 120 point(s) of ""Hidden MMR"" (including the initial ""Hidden MMR"") increased, Silver Wolf LV.999 gains 1 extra turn and regains 1 use of Enhanced Basic ATK. 1 turn. In the current ""Godmode Player"" state, for every 120 point(s) of ""Hidden MMR"" (including the initial ""Hidden MMR"") increased, Silver Wolf LV.999 gains 1 extra turn and regains 1 use of Enhanced Basic ATK."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E4,4,Skill Lv.,"Skill Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E5,5,Elation DMG,"Elation DMG dealt by ""Honkai-DMG Demo"" additionally takes into account Punchline points times 5 . dealt by ""Honkai-DMG Demo"" additionally takes into account Punchline points times 5 ."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15."
Silver Wolf • Lv. 999,silver-wolf-lv-999,E7,7,Elation DMG,"Elation DMG dealt during Enhanced Basic ATK merrymakes by 50% . dealt during Enhanced Basic ATK merrymakes by 50% . When enemy targets enter combat, they are inflicted with ""Absolute Weakness"": Has All-Type Weakness, and All-Type Base RES is reduced to 0 (If Base RES is already at 0, then the corresponding Type RES decreases by 20% )."
Sparkle,sparkle,E1,1,E,"Suspension of Disbelief 1 Suspension of Disbelief Eidolon 1 Increases the ATK of ally targets with ""Cipher"" by 40% . When the battle starts or when using Skill, increases Sparkle's SPD by 15% , lasting for 2 turn(s). E 2 Purely Fictitious Eidolon 2 Each stack of the Talent's effect additionally reduces the enemy target's DEF by 10% . E 3 Pipedream Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Life Is a Gamble Eidolon 4 The Ultimate recovers 1 more Skill Point. The Talent additionally increases the Max Skill Points by 1 . E 5 Parallax Truth Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Narrative Polysemy Eidolon 6 The CRIT DMG Boost effect provided by the Skill additionally increases by an amount equal to 30% of Sparkle's CRIT DMG. When Sparkle uses Skill, her Skill's CRIT DMG Boost effect will apply to all teammates with ""Cipher."" When Sparkle uses her Ultimate, any single ally who benefits from her Skill's CRIT DMG Boost will spread that effect to teammates with ""Cipher."""
Sparkle,sparkle,E2,2,"Increases the ATK of ally targets with ""Cipher"" by","Increases the ATK of ally targets with ""Cipher"" by 40% . When the battle starts or when using Skill, increases Sparkle's SPD by 15% , lasting for 2 turn(s). 40% . When the battle starts or when using Skill, increases Sparkle's SPD by 15% , lasting for 2 turn(s)."
Sparkle,sparkle,E3,3,Each stack of the Talent's effect additionally reduces the enemy target's DEF by,Each stack of the Talent's effect additionally reduces the enemy target's DEF by 10% . 10% .
Sparkle,sparkle,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Sparkle,sparkle,E5,5,The Ultimate recovers,The Ultimate recovers 1 more Skill Point. The Talent additionally increases the Max Skill Points by 1 . 1 more Skill Point. The Talent additionally increases the Max Skill Points by 1 .
Sparkle,sparkle,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Sparkle,sparkle,E7,7,The CRIT DMG Boost effect provided by the Skill additionally increases by an amount equal to,"The CRIT DMG Boost effect provided by the Skill additionally increases by an amount equal to 30% of Sparkle's CRIT DMG. When Sparkle uses Skill, her Skill's CRIT DMG Boost effect will apply to all teammates with ""Cipher."" When Sparkle uses her Ultimate, any single ally who benefits from her Skill's CRIT DMG Boost will spread that effect to teammates with ""Cipher."" 30% of Sparkle's CRIT DMG. When Sparkle uses Skill, her Skill's CRIT DMG Boost effect will apply to all teammates with ""Cipher."" When Sparkle uses her Ultimate, any single ally who benefits from her Skill's CRIT DMG Boost will spread that effect to teammates with ""Cipher."""
Sparxie,sparxie,E1,1,E,"#GoingViral #WhoIsShe 1 #GoingViral #WhoIsShe Eidolon 1 When Aha Instant ends, gains 5 Punchline. For every 1 Punchline owned, increases All-Type RES PEN for all allies by 1.5% , up to a max increase of 15% . E 2 #AudienceKnows Eidolon 2 When Aha Instant ends, Sparxie gains 1 extra turn and 2 ""Thrill."" For every 1 ""Thrill"" consumed, increases this unit's CRIT DMG by 10% , lasting for 2 turn(s) and stacking up to 4 time(s). E 3 #LinkUp #HeartSkip Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15. E 4 #LockedIn #FaceCard Eidolon 4 When using Ultimate, additionally gains 5 Punchline and increases this unit's Elation by 36% for 3 turn(s). E 5 #HealingTheWorld #GoodVibesOnly Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15. E 6 #BuiltDifferent #GoingExtinct Eidolon 6 Increases All-Type RES PEN by 20% . For every 1 Punchline taken into account by the Elation Skill, the number of its additional DMG instances increases by 1 , up to a max of 40 ."
Sparxie,sparxie,E2,2,"When Aha Instant ends, gains","When Aha Instant ends, gains 5 Punchline. For every 1 Punchline owned, increases All-Type RES PEN for all allies by 1.5% , up to a max increase of 15% . 5 Punchline. For every 1 Punchline owned, increases All-Type RES PEN for all allies by 1.5% , up to a max increase of 15% ."
Sparxie,sparxie,E3,3,"When Aha Instant ends, Sparxie gains","When Aha Instant ends, Sparxie gains 1 extra turn and 2 ""Thrill."" For every 1 ""Thrill"" consumed, increases this unit's CRIT DMG by 10% , lasting for 2 turn(s) and stacking up to 4 time(s). 1 extra turn and 2 ""Thrill."" For every 1 ""Thrill"" consumed, increases this unit's CRIT DMG by 10% , lasting for 2 turn(s) and stacking up to 4 time(s)."
Sparxie,sparxie,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. Elation Skill Lv. +1 , up to a maximum of Lv. 15."
Sparxie,sparxie,E5,5,"When using Ultimate, additionally gains","When using Ultimate, additionally gains 5 Punchline and increases this unit's Elation by 36% for 3 turn(s). 5 Punchline and increases this unit's Elation by 36% for 3 turn(s)."
Sparxie,sparxie,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. Elation Skill Lv. +1 , up to a maximum of Lv. 15."
Sparxie,sparxie,E7,7,Increases All-Type RES PEN by,"Increases All-Type RES PEN by 20% . For every 1 Punchline taken into account by the Elation Skill, the number of its additional DMG instances increases by 1 , up to a max of 40 . 20% . For every 1 Punchline taken into account by the Elation Skill, the number of its additional DMG instances increases by 1 , up to a max of 40 ."
Sunday,sunday,E1,1,E,"Millennium's Quietus 1 Millennium's Quietus Eidolon 1 When Sunday uses Skill, the target character can ignore 16% of enemy target's DEF to deal DMG and their summon can ignore 40% of enemy target's DEF to deal DMG, lasting for 2 turn(s). E 2 Faith Outstrips Frailty Eidolon 2 After the first use of Ultimate, recovers 2 Skill Point(s). The DMG dealt by ""The Beatified"" increases by 30% . E 3 Hermitage of Thorns Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Sculpture's Preamble Eidolon 4 When the turn starts, regenerates 8 Energy. E 5 Paper Raft in Silver Bay Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Dawn of Sidereal Cacophony Eidolon 6 The Talent's CRIT Rate boost effect becomes stackable up to 3 time(s), and the Talent's duration increases by 1 turn(s). When Sunday uses Ultimate, can also apply the Talent's CRIT Rate boost effect to the target. When the Talent's CRIT Rate boost takes effect and the target's CRIT Rate exceeds 100% , every 1% of excess CRIT Rate increases CRIT DMG by 2% ."
Sunday,sunday,E2,2,"When Sunday uses Skill, the target character can ignore","When Sunday uses Skill, the target character can ignore 16% of enemy target's DEF to deal DMG and their summon can ignore 40% of enemy target's DEF to deal DMG, lasting for 2 turn(s). 16% of enemy target's DEF to deal DMG and their summon can ignore 40% of enemy target's DEF to deal DMG, lasting for 2 turn(s)."
Sunday,sunday,E3,3,"After the first use of Ultimate, recovers","After the first use of Ultimate, recovers 2 Skill Point(s). The DMG dealt by ""The Beatified"" increases by 30% . 2 Skill Point(s). The DMG dealt by ""The Beatified"" increases by 30% ."
Sunday,sunday,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Sunday,sunday,E5,5,"When the turn starts, regenerates","When the turn starts, regenerates 8 Energy. 8 Energy."
Sunday,sunday,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Sunday,sunday,E7,7,The Talent's CRIT Rate boost effect becomes stackable up to,"The Talent's CRIT Rate boost effect becomes stackable up to 3 time(s), and the Talent's duration increases by 1 turn(s). When Sunday uses Ultimate, can also apply the Talent's CRIT Rate boost effect to the target. When the Talent's CRIT Rate boost takes effect and the target's CRIT Rate exceeds 100% , every 1% of excess CRIT Rate increases CRIT DMG by 2% . 3 time(s), and the Talent's duration increases by 1 turn(s). When Sunday uses Ultimate, can also apply the Talent's CRIT Rate boost effect to the target. When the Talent's CRIT Rate boost takes effect and the target's CRIT Rate exceeds 100% , every 1% of excess CRIT Rate increases CRIT DMG by 2% ."
Sushang,sushang,E1,1,E,"Cut With Ease 1 Cut With Ease Eidolon 1 After using Skill against a Weakness Broken enemy, regenerates 1 Skill Point. E 2 Refine in Toil Eidolon 2 After triggering Sword Stance, the DMG taken by Sushang is reduced by 20% for 1 turn. E 3 Rise From Fame Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . E 4 Cleave With Heart Eidolon 4 Sushang's Break Effect increases by 40% . E 5 Prevail via Taixu Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . E 6 Dwell Like Water Eidolon 6 Talent's SPD Boost is stackable and can stack up to 2 times. Additionally, after entering battle, Sushang immediately gains 1 stack of her Talent's SPD Boost."
Sushang,sushang,E2,2,"After using Skill against a Weakness Broken enemy, regenerates","After using Skill against a Weakness Broken enemy, regenerates 1 Skill Point. 1 Skill Point."
Sushang,sushang,E3,3,"After triggering Sword Stance, the DMG taken by Sushang is reduced by","After triggering Sword Stance, the DMG taken by Sushang is reduced by 20% for 1 turn. 20% for 1 turn."
Sushang,sushang,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 . +2 , up to a maximum of Lv. 15 . Talent Lv. +2 , up to a maximum of Lv. 15 ."
Sushang,sushang,E5,5,Sushang's Break Effect increases by,Sushang's Break Effect increases by 40% . 40% .
Sushang,sushang,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 , up to a maximum of Lv. 10 ."
Sushang,sushang,E7,7,Talent's SPD Boost is stackable and can stack up to,"Talent's SPD Boost is stackable and can stack up to 2 times. Additionally, after entering battle, Sushang immediately gains 1 stack of her Talent's SPD Boost. 2 times. Additionally, after entering battle, Sushang immediately gains 1 stack of her Talent's SPD Boost."
The Dahlia,the-dahlia,E1,1,E,"When a Bud Readies to Bloom 1 When a Bud Readies to Bloom Eidolon 1 Applies Talent's Super Break DMG multiplier provided to ""Dance Partner"" to all ally characters, with ""Dance Partner"" additionally receiving a 40% boost. After ""Dance Partner"" uses an attack, deals an additional fixed amount of Toughness Reduction equal to 25% of the enemy target's Max Toughness (minimum of 10 points, up to 300 points). This effect can only trigger once per enemy target, and the trigger count for each target resets after the enemy target receives a killing blow. E 2 Fresh, Ethereal, and Beloved Eidolon 2 When The Dahlia is on the field, decreases all enemies' All-Type RES by 20% . When an enemy target enters the field, immediately inflicts ""Wilt"" state on them, lasting for 3 turn(s). E 3 Pity Its Petals Thin as Mist Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Pity Its Heart Gnawed by Worms Eidolon 4 Increases the instances of DMG dealt by Talent's Follow-Up ATK by 5 , and every hit increases the target's DMG taken by 12% , lasting for 2 turn(s). E 5 Fallen, Decayed, and Despised Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 And Yet, Always, Deathly Beautiful Eidolon 6 Increases ""Dance Partner's"" Break Effect by 150% . When using her Talent's Follow-Up ATK, advances the next action of all ""Dance Partners"" by 20% ."
The Dahlia,the-dahlia,E2,2,"Applies Talent's Super Break DMG multiplier provided to ""Dance Partner"" to all ally characters, with ""Dance Partner"" additionally receiving a","Applies Talent's Super Break DMG multiplier provided to ""Dance Partner"" to all ally characters, with ""Dance Partner"" additionally receiving a 40% boost. After ""Dance Partner"" uses an attack, deals an additional fixed amount of Toughness Reduction equal to 25% of the enemy target's Max Toughness (minimum of 10 points, up to 300 points). This effect can only trigger once per enemy target, and the trigger count for each target resets after the enemy target receives a killing blow. 40% boost. After ""Dance Partner"" uses an attack, deals an additional fixed amount of Toughness Reduction equal to 25% of the enemy target's Max Toughness (minimum of 10 points, up to 300 points). This effect can only trigger once per enemy target, and the trigger count for each target resets after the enemy target receives a killing blow."
The Dahlia,the-dahlia,E3,3,"When The Dahlia is on the field, decreases all enemies' All-Type RES by","When The Dahlia is on the field, decreases all enemies' All-Type RES by 20% . When an enemy target enters the field, immediately inflicts ""Wilt"" state on them, lasting for 3 turn(s). 20% . When an enemy target enters the field, immediately inflicts ""Wilt"" state on them, lasting for 3 turn(s)."
The Dahlia,the-dahlia,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
The Dahlia,the-dahlia,E5,5,Increases the instances of DMG dealt by Talent's Follow-Up ATK by,"Increases the instances of DMG dealt by Talent's Follow-Up ATK by 5 , and every hit increases the target's DMG taken by 12% , lasting for 2 turn(s). 5 , and every hit increases the target's DMG taken by 12% , lasting for 2 turn(s)."
The Dahlia,the-dahlia,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
The Dahlia,the-dahlia,E7,7,"Increases ""Dance Partner's"" Break Effect by","Increases ""Dance Partner's"" Break Effect by 150% . When using her Talent's Follow-Up ATK, advances the next action of all ""Dance Partners"" by 20% . 150% . When using her Talent's Follow-Up ATK, advances the next action of all ""Dance Partners"" by 20% ."
The Herta,the-herta,E1,1,E,"Night at Shorefall 1 Night at Shorefall Eidolon 1 When Enhanced Skill calculates ""Interpretation,"" additionally calculates 50% of the ""Interpretation"" stacks on the 1 target with the highest stacks out of the primary target and adjacent targets. When using Enhanced Skill to reset ""Interpretation,"" reset the stack number to 15 instead. E 2 Wind Through Keyhole Eidolon 2 After The Herta enters battle and uses her Ultimate, she additionally gains 1 stack of ""Inspiration."" After using Enhanced Skill, The Herta's subsequent action is advanced by 35% . E 3 Door into Summer Eidolon 3 Skill Lv. + 2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 The Sixteenth Key Eidolon 4 The SPD of characters following the Path of Erudition in the team increases by 12% . E 5 Bitter Pill of Truth Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 6 Sweet Lure of Answer Eidolon 6 The Herta's Ice RES PEN increases by 20% . When the number of enemy targets on the field is 3 (or more)/2/1, Ultimate's DMG multiplier increases by 140% / 250% / 400% ."
The Herta,the-herta,E2,2,"When Enhanced Skill calculates ""Interpretation,"" additionally calculates","When Enhanced Skill calculates ""Interpretation,"" additionally calculates 50% of the ""Interpretation"" stacks on the 1 target with the highest stacks out of the primary target and adjacent targets. When using Enhanced Skill to reset ""Interpretation,"" reset the stack number to 15 instead. 50% of the ""Interpretation"" stacks on the 1 target with the highest stacks out of the primary target and adjacent targets. When using Enhanced Skill to reset ""Interpretation,"" reset the stack number to 15 instead."
The Herta,the-herta,E3,3,"After The Herta enters battle and uses her Ultimate, she additionally gains","After The Herta enters battle and uses her Ultimate, she additionally gains 1 stack of ""Inspiration."" After using Enhanced Skill, The Herta's subsequent action is advanced by 35% . 1 stack of ""Inspiration."" After using Enhanced Skill, The Herta's subsequent action is advanced by 35% ."
The Herta,the-herta,E4,4,Skill Lv. +,"Skill Lv. + 2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. 2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
The Herta,the-herta,E5,5,The SPD of characters following the Path of Erudition in the team increases by,The SPD of characters following the Path of Erudition in the team increases by 12% . 12% .
The Herta,the-herta,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
The Herta,the-herta,E7,7,The Herta's Ice RES PEN increases by,"The Herta's Ice RES PEN increases by 20% . When the number of enemy targets on the field is 3 (or more)/2/1, Ultimate's DMG multiplier increases by 140% / 250% / 400% . 20% . When the number of enemy targets on the field is 3 (or more)/2/1, Ultimate's DMG multiplier increases by 140% / 250% / 400% ."
